experience,education,skill,interview,gender,age_group,race,hire
3,1,76.34,86.07,0,0,0,1
6,1,65.45,67.13,0,1,0,0
4,0,61.24,85.59,0,1,0,1
2,1,56.51,77.65,0,0,0,1
9,1,76.47,75.02,0,0,0,1
5,0,83.43,86.4,1,0,0,1
9,2,91.58,66.99,0,0,0,1
5,1,69.23,64.48,0,1,0,1
5,1,87.2,86.0,1,1,0,1
1,2,72.26,48.1,1,1,0,0
5,2,81.34,76.44,0,0,0,0
8,2,97.43,86.57,0,1,0,1
6,0,68.57,89.45,0,1,0,0
2,0,73.16,92.82,0,1,0,1
5,0,78.45,74.13,0,1,0,1
5,0,68.54,82.95,0,1,0,1
4,2,64.04,63.16,0,1,0,1
6,1,77.13,70.1,1,0,0,0
5,0,81.37,92.69,1,1,0,1
6,0,80.2,75.56,0,1,0,1
5,0,87.1,79.34,0,1,0,1
4,1,68.1,61.22,0,0,0,0
7,1,86.79,82.43,0,0,0,0
5,2,69.94,83.04,0,1,0,1
7,2,86.02,85.88,1,1,0,1
6,0,83.05,62.07,1,0,0,0
4,0,77.06,87.41,1,1,0,1
8,0,77.03,63.43,1,0,0,1
4,0,65.32,72.75,1,1,0,1
3,2,66.05,53.79,1,1,0,1
5,1,72.74,72.39,1,0,0,1
10,1,71.9,62.34,0,0,1,1
6,1,73.57,69.33,0,0,1,1
4,0,49.94,70.71,1,0,0,0
3,0,52.81,80.49,1,0,1,1
3,1,79.53,85.42,0,1,0,1
5,1,82.41,48.44,0,0,0,1
2,0,61.11,80.36,0,0,0,1
6,1,77.65,78.0,1,1,0,1
2,2,75.99,68.48,0,0,0,0
5,1,79.6,65.36,1,0,0,1
2,1,72.53,73.76,1,1,0,1
6,1,63.63,75.49,1,1,0,1
3,1,46.57,73.85,0,0,0,1
5,1,64.83,70.6,0,0,0,0
2,2,72.46,44.2,0,0,0,1
6,0,81.6,70.38,0,0,0,0
6,1,79.34,61.66,0,1,0,0
7,0,79.34,100.0,1,0,0,1
6,0,63.03,73.32,0,1,0,1
6,1,76.29,84.15,1,1,0,1
4,2,78.65,83.35,1,1,0,0
4,0,60.44,75.81,0,0,0,1
7,0,63.3,67.67,1,0,0,1
5,0,67.73,67.02,1,0,0,1
5,1,81.61,52.08,0,1,0,1
8,0,66.95,75.1,0,1,0,0
4,0,65.92,76.79,0,1,1,1
2,1,82.55,75.94,0,0,0,1
3,0,60.81,73.88,1,0,0,1
4,1,73.07,60.14,0,1,0,1
6,1,75.94,71.66,1,1,0,1
9,0,76.12,67.43,0,1,0,1
3,1,87.68,85.52,0,0,0,1
5,1,78.06,76.1,1,0,0,1
3,1,55.3,63.38,1,1,0,1
2,1,84.28,74.94,0,1,0,1
4,0,70.75,61.68,0,1,0,0
9,2,84.26,72.91,1,0,0,0
4,1,86.49,84.29,1,1,0,1
5,0,62.21,56.46,0,0,0,0
8,0,93.16,77.9,0,0,0,0
8,0,76.93,66.39,0,0,0,1
5,0,80.06,60.03,0,0,0,0
3,1,100.0,100.0,1,1,0,0
9,0,79.8,91.01,1,0,0,1
2,0,63.03,65.43,1,0,0,1
8,1,70.33,70.59,0,1,0,1
7,0,72.79,50.29,1,0,1,1
6,1,66.64,54.22,0,1,0,0
9,1,81.13,62.69,1,1,0,0
3,0,94.95,78.59,0,0,0,1
6,1,78.2,74.26,0,1,0,1
7,1,73.46,78.67,1,0,0,1
7,0,71.9,82.52,0,0,0,1
5,0,65.88,76.51,1,1,0,1
5,1,85.48,64.12,1,1,0,0
1,2,71.1,78.11,0,1,1,1
7,1,95.09,86.64,1,1,0,1
4,0,64.84,67.84,0,1,0,1
7,1,76.48,53.14,0,0,0,1
5,1,66.03,87.42,1,0,0,1
5,1,71.17,75.29,1,0,1,1
3,1,53.66,37.46,0,0,0,0
5,1,53.7,95.58,0,0,1,0
5,2,86.25,71.5,0,0,0,1
4,1,55.55,100.0,1,1,0,1
3,1,75.06,79.54,1,0,0,0
3,0,61.0,69.77,0,0,0,0
5,2,89.4,80.08,1,0,0,1
10,2,72.77,66.04,0,1,0,1
2,0,69.98,74.73,0,0,0,0
5,1,78.32,99.79,1,1,1,1
3,0,69.63,63.14,0,0,0,1
4,1,84.24,83.25,0,0,0,1
6,1,77.7,66.9,1,1,0,1
3,0,41.52,66.29,0,1,1,1
4,2,82.49,100.0,0,1,0,1
4,0,71.2,80.56,1,0,0,0
5,1,72.55,83.46,1,0,0,0
8,1,72.58,75.37,1,0,0,0
5,0,66.39,100.0,0,0,0,1
6,0,86.58,65.92,0,1,0,1
3,0,56.8,52.41,1,0,1,0
4,1,55.6,91.35,0,0,0,1
5,1,60.32,67.48,0,1,0,1
6,0,71.65,79.25,0,0,0,1
7,0,90.71,98.74,0,1,0,1
5,0,92.05,83.49,0,0,0,1
2,1,75.5,100.0,1,1,1,1
6,1,67.19,75.07,1,1,1,0
4,0,59.25,63.35,1,0,1,1
2,1,77.76,47.31,1,0,1,0
4,0,81.32,79.87,1,0,0,0
2,2,67.58,46.68,1,1,0,1
3,2,90.24,81.94,0,0,0,1
4,1,70.7,91.66,0,1,0,1
7,2,91.14,78.02,0,0,0,1
5,2,91.45,80.57,0,1,0,1
5,2,65.18,84.02,0,0,0,1
7,1,83.51,84.74,0,1,0,1
9,0,92.29,92.38,0,1,1,1
7,0,68.39,73.45,0,0,1,1
6,0,61.43,45.27,0,1,0,1
6,1,81.95,90.5,0,1,0,1
9,0,79.33,73.0,1,1,1,1
2,0,60.73,61.6,0,1,1,1
3,1,70.98,78.23,1,0,1,0
9,0,61.3,74.5,1,0,1,1
3,1,75.04,66.02,1,0,1,0
8,2,100.0,64.57,1,0,0,1
5,1,67.85,79.19,1,0,0,1
4,1,64.72,62.74,0,0,0,1
9,1,84.73,78.32,1,1,0,1
2,1,97.46,83.97,1,1,1,0
5,0,81.0,87.82,1,0,0,1
10,2,89.06,100.0,0,0,0,1
5,0,70.4,76.93,0,0,0,1
4,0,79.99,70.89,1,1,0,1
7,1,69.91,93.88,1,0,0,0
3,0,72.12,87.0,1,0,1,1
6,0,60.83,74.19,0,1,0,0
3,0,75.25,77.89,0,1,1,1
3,0,63.06,72.94,0,1,1,1
4,0,70.01,75.95,0,1,0,1
1,0,58.41,70.46,0,0,0,0
2,1,75.99,63.5,0,0,0,0
4,2,76.25,75.36,0,0,0,1
5,0,91.58,99.4,0,1,0,1
8,2,100.0,70.21,0,1,1,0
7,0,60.96,68.94,1,0,0,1
7,0,75.91,64.48,1,0,0,1
2,0,71.35,88.16,1,0,0,1
6,1,72.42,84.44,0,0,0,1
8,1,93.12,63.29,1,0,0,1
6,1,87.95,53.37,0,0,0,1
4,1,72.16,84.82,1,0,0,0
4,1,82.81,60.49,1,1,0,1
4,1,48.89,79.72,1,0,0,0
1,2,85.58,69.46,1,0,0,1
6,0,80.87,84.51,0,1,0,1
8,0,65.12,78.35,0,0,0,0
7,1,81.52,69.87,1,0,0,0
7,1,58.74,61.2,0,0,0,1
6,0,64.37,79.78,0,0,0,1
6,0,82.96,68.28,1,1,0,0
4,1,72.87,87.88,0,1,0,0
3,1,70.32,64.08,1,1,1,0
6,0,72.45,78.69,1,0,0,1
3,2,75.29,70.37,0,1,0,1
10,1,94.87,79.04,0,0,0,1
5,1,68.81,65.36,0,0,0,0
6,1,81.19,74.1,0,1,0,1
6,2,70.55,43.37,0,0,0,1
4,0,75.41,65.33,0,1,0,0
6,0,68.79,66.71,0,0,0,1
5,1,74.59,74.06,0,0,0,0
3,1,67.38,88.99,1,0,0,1
2,0,61.64,63.96,1,0,0,1
3,2,65.95,90.16,1,0,0,1
2,1,72.29,64.12,0,0,0,1
8,0,81.55,63.01,0,0,0,1
7,0,60.69,49.53,1,1,0,1
4,0,62.04,79.69,0,0,0,1
3,1,71.3,75.29,0,0,0,0
3,2,70.01,80.57,1,0,0,1
6,1,74.77,76.53,0,1,0,1
5,2,96.16,79.12,0,0,0,1
1,2,61.82,75.78,1,0,0,1
8,1,57.88,97.41,1,1,0,0
9,1,77.01,69.72,0,1,0,1
4,1,69.72,98.6,0,0,0,1
7,1,74.1,85.05,1,0,0,0
3,0,68.69,78.12,1,1,1,1
7,1,68.72,80.4,0,0,1,1
5,0,58.25,33.3,1,0,0,0
6,2,75.26,71.91,1,1,1,0
8,2,79.46,67.85,0,0,0,1
2,0,85.21,100.0,1,0,0,1
4,0,83.52,72.61,1,0,1,0
9,1,66.3,72.9,0,0,0,1
4,1,53.7,70.19,1,0,0,0
4,0,67.14,57.75,0,1,1,0
3,1,90.12,71.3,1,1,0,1
4,0,74.66,84.73,1,0,0,1
4,0,67.67,47.95,0,0,0,1
6,0,67.44,77.22,1,0,1,1
7,0,84.77,66.14,1,1,1,1
3,1,72.78,90.16,0,1,0,0
6,2,99.32,84.6,0,0,1,1
8,1,64.12,54.59,0,0,0,1
7,1,83.24,71.65,1,1,1,0
3,0,60.37,77.52,1,0,0,1
4,1,77.14,71.78,1,0,0,1
6,0,74.51,76.64,0,1,0,1
8,1,86.1,76.99,0,0,0,1
3,2,85.78,87.56,0,0,0,0
4,0,81.9,81.65,0,1,0,1
3,1,90.52,77.52,0,1,0,1
8,0,76.16,75.45,0,1,1,1
1,0,56.58,58.32,0,1,0,0
3,0,53.74,88.36,1,0,0,0
7,0,78.35,100.0,1,1,0,1
5,0,78.35,71.71,1,1,1,0
9,0,64.52,73.48,0,1,0,1
5,1,86.45,89.47,1,1,1,1
4,0,66.99,85.51,1,0,1,0
5,1,62.44,74.63,1,0,0,1
7,2,75.52,63.39,0,0,0,1
3,1,61.57,94.13,0,0,1,1
6,0,62.75,80.72,0,0,1,1
7,0,79.7,78.59,0,1,0,1
4,2,86.64,68.65,1,1,0,1
4,1,89.99,78.69,1,1,0,1
4,1,66.02,51.43,0,0,0,1
3,0,69.43,82.78,0,1,0,1
4,1,66.53,85.12,1,0,0,1
2,0,64.2,75.6,0,1,0,0
7,2,69.2,62.32,1,1,0,1
6,2,70.77,79.58,1,0,1,0
7,0,82.03,85.85,0,0,1,0
5,1,60.17,63.11,1,1,1,1
4,0,74.15,86.04,0,0,1,1
5,1,68.24,79.94,1,0,0,1
4,2,58.74,68.46,1,0,1,1
7,1,53.61,64.03,1,0,1,1
5,0,84.63,74.78,0,1,1,1
6,0,52.95,58.94,0,0,0,0
5,2,79.36,78.99,0,0,0,0
2,1,72.54,81.21,0,1,0,0
4,1,59.87,86.0,1,1,0,1
4,0,62.46,76.06,0,0,1,1
6,0,76.79,80.05,1,1,0,1
11,2,94.93,75.77,0,1,1,1
6,1,72.39,63.99,0,1,0,0
8,1,83.37,71.51,1,0,0,0
5,1,73.98,91.93,0,1,0,1
3,1,61.3,79.87,1,1,0,1
5,0,82.0,81.29,0,1,0,1
1,0,64.07,51.03,1,0,0,0
8,1,62.58,76.27,1,1,0,1
6,1,82.22,60.49,1,1,0,1
4,1,66.84,58.27,0,0,0,0
7,2,81.11,62.46,0,1,1,0
1,0,62.08,63.14,1,0,0,0
7,0,66.07,83.21,1,1,0,1
3,2,94.03,81.53,0,0,0,1
9,1,68.07,62.3,0,1,0,1
4,1,73.57,67.74,0,1,0,0
2,1,72.81,80.54,0,1,0,0
4,1,73.41,83.06,1,1,1,0
6,0,70.09,75.62,0,0,0,1
2,1,65.23,59.28,0,0,0,0
1,2,63.97,67.84,1,0,0,1
7,1,70.79,100.0,0,1,0,1
7,1,90.59,63.59,1,1,0,1
6,0,67.58,78.02,1,0,0,0
8,0,97.32,100.0,0,0,0,1
7,0,80.69,72.86,1,1,0,0
5,0,43.32,90.67,0,0,0,0
6,2,90.83,69.91,0,1,1,1
6,1,76.47,51.59,0,0,0,0
7,1,65.1,66.07,0,1,0,1
6,1,90.04,68.92,0,0,1,1
3,0,61.64,52.29,0,1,0,0
3,2,70.79,69.15,1,1,0,0
1,0,65.75,85.04,1,0,1,1
5,0,81.43,69.16,1,0,0,0
3,1,72.13,69.91,1,1,0,0
9,2,88.42,94.13,0,0,1,1
8,2,79.03,66.83,0,1,1,1
4,0,79.26,83.28,0,1,0,1
2,2,75.23,54.56,0,0,0,1
3,0,63.75,61.16,1,1,0,0
2,0,60.5,69.54,0,0,0,0
4,2,88.27,92.16,0,1,0,1
4,2,75.38,64.12,0,0,0,0
5,1,85.29,65.96,0,0,1,1
8,1,76.28,78.53,0,0,0,0
6,2,89.22,83.04,0,1,1,1
3,1,73.07,62.19,1,1,0,0
5,2,70.49,67.84,0,1,0,1
6,1,76.13,88.27,1,1,0,0
3,2,54.09,56.66,0,0,0,1
8,2,78.56,79.81,0,0,0,1
8,0,60.22,65.83,1,0,1,1
5,2,99.98,96.83,1,0,0,0
4,1,57.34,78.43,0,0,0,1
2,0,89.86,88.54,1,1,0,1
6,1,82.14,69.98,0,0,0,0
5,0,64.81,82.86,0,0,0,0
6,1,85.06,86.59,1,0,1,1
7,2,77.55,81.74,1,1,0,0
3,0,51.9,66.99,0,0,0,1
9,1,83.79,78.71,0,0,1,0
2,2,81.0,53.97,1,0,0,0
0,1,77.78,96.66,0,1,0,1
6,0,76.98,68.15,0,0,0,1
4,1,67.71,69.52,0,1,0,1
6,1,90.86,62.36,1,0,0,1
4,1,84.63,85.0,0,0,0,0
5,2,82.69,82.89,1,1,0,1
2,1,81.11,72.68,1,0,0,0
5,2,100.0,51.98,0,1,0,1
4,1,67.56,64.97,1,1,0,0
3,0,57.0,76.92,1,1,1,0
5,1,69.27,76.87,0,0,1,0
3,1,57.5,70.95,0,0,0,1
3,1,76.91,70.3,1,0,0,1
4,0,51.9,51.44,1,0,0,1
8,0,88.65,89.3,0,1,0,1
5,0,63.28,55.37,1,1,1,0
4,0,81.59,73.87,1,0,0,0
4,1,47.43,57.07,1,0,0,1
4,0,64.15,84.75,1,1,0,1
4,1,60.07,79.0,0,0,0,1
7,0,87.53,73.22,0,0,0,1
8,0,92.79,86.85,1,1,0,1
7,1,55.56,53.21,0,0,0,0
3,0,74.66,73.98,1,0,0,1
6,2,92.69,65.88,0,1,0,0
6,0,75.26,87.35,0,0,0,1
4,1,78.88,80.27,0,0,0,0
6,2,87.16,85.23,1,1,1,1
9,1,91.7,71.7,1,0,0,0
6,0,61.08,81.15,0,0,1,1
4,1,85.0,63.6,0,1,0,1
6,1,79.09,64.14,0,0,0,1
7,2,85.49,75.0,1,0,0,0
4,2,83.67,65.52,0,0,0,0
3,0,53.29,79.17,1,0,1,1
4,2,62.47,66.81,0,1,0,1
5,0,68.79,60.79,0,0,0,1
3,0,81.44,61.76,1,0,1,1
5,2,68.15,82.0,0,0,0,1
3,0,67.75,43.02,0,1,0,0
5,0,62.83,60.43,0,0,0,0
5,0,61.49,89.13,0,1,0,0
5,1,80.01,71.87,0,0,0,1
6,1,84.59,85.52,0,1,0,1
6,1,69.12,78.95,1,1,1,1
6,0,85.87,74.88,1,0,1,1
5,1,79.23,55.94,1,0,0,1
7,2,81.58,60.41,0,0,0,1
3,2,79.48,59.78,1,1,0,0
5,0,90.36,83.86,1,0,0,0
7,2,91.54,86.34,0,0,0,1
2,1,62.01,61.86,1,0,1,1
8,0,75.81,74.22,1,1,0,0
4,0,69.31,73.96,0,1,0,0
2,0,70.65,75.07,1,0,0,1
5,1,77.4,66.34,0,0,0,0
5,0,88.95,97.45,0,0,0,1
4,1,70.73,82.28,0,0,0,1
6,0,54.7,71.82,1,0,0,1
8,2,88.15,71.4,0,1,0,0
4,0,63.59,62.71,1,1,0,0
3,2,60.96,76.97,1,1,0,1
6,2,74.96,69.31,1,1,1,0
4,0,64.42,74.49,0,0,0,0
2,1,80.4,53.29,1,0,0,0
3,0,51.17,63.88,1,1,0,1
1,2,75.5,73.79,0,1,0,0
9,1,100.0,91.61,1,0,1,1
5,0,68.25,62.58,1,0,0,1
3,0,63.96,54.96,1,0,1,0
4,0,75.2,80.38,0,1,0,1
3,2,81.22,75.48,0,0,0,1
4,1,87.18,56.77,0,0,0,0
6,2,80.33,56.0,0,1,0,1
4,0,75.02,67.24,1,1,0,1
2,0,71.18,73.23,1,0,1,1
6,2,78.64,92.4,1,1,0,1
3,0,64.86,60.0,1,0,0,1
6,2,81.89,82.84,1,1,0,0
2,0,51.62,46.79,0,0,0,0
8,0,72.11,78.75,1,1,0,0
3,1,85.96,95.27,0,1,0,1
6,2,92.38,80.18,0,1,0,1
4,2,72.2,66.42,1,0,0,1
5,0,69.84,88.76,0,0,0,0
6,0,81.71,80.53,0,0,0,1
1,1,71.43,76.13,1,0,0,1
5,1,83.0,64.39,0,1,1,1
7,1,84.34,81.23,0,1,1,1
6,0,74.15,66.61,0,1,0,1
6,2,80.34,79.81,0,1,0,1
7,1,67.05,73.99,0,1,0,0
4,2,84.92,89.99,1,1,0,0
3,1,68.78,66.84,0,0,1,1
8,1,64.52,71.11,1,0,0,1
4,2,72.54,84.09,0,1,1,0
5,1,83.52,73.87,0,0,0,1
5,2,60.84,71.91,1,1,0,1
3,2,65.7,68.26,1,0,0,0
9,1,84.37,74.91,1,1,0,1
8,1,95.06,87.06,1,0,0,1
6,0,82.0,98.43,0,0,0,1
3,0,81.02,56.06,0,0,0,1
5,0,72.08,59.24,1,1,0,1
5,0,67.91,71.88,0,0,1,1
5,0,78.43,76.28,0,1,0,1
3,0,57.01,68.79,0,1,0,1
7,0,64.23,66.21,1,1,1,1
3,1,59.45,57.1,0,1,1,0
0,0,70.89,66.85,0,1,0,1
6,0,63.65,82.54,0,0,0,1
6,1,87.01,78.52,1,0,0,1
4,1,74.48,83.0,0,1,0,1
5,1,86.02,62.76,0,1,0,1
9,1,71.95,91.72,1,1,0,1
5,2,73.74,68.01,1,0,0,1
4,1,77.54,81.21,1,0,0,1
3,1,66.69,71.84,1,0,0,0
6,2,57.07,64.93,0,0,0,1
2,2,60.28,77.25,0,0,0,1
6,1,65.87,80.38,0,1,0,1
6,1,66.61,100.0,1,1,0,0
6,0,78.82,83.43,0,1,0,1
5,1,78.37,83.17,1,0,1,1
3,2,77.62,89.26,1,1,0,1
4,1,93.09,85.0,0,0,0,1
4,2,89.75,77.49,0,0,0,0
5,1,83.02,80.51,0,0,0,0
4,2,63.05,82.87,0,1,0,1
4,1,73.6,91.41,0,0,0,1
5,0,72.99,56.47,1,1,1,0
5,1,70.85,51.49,0,0,0,1
5,0,87.06,93.59,0,1,0,1
7,0,74.51,65.33,0,0,1,0
3,2,63.72,52.85,1,1,1,0
2,0,54.03,49.78,1,0,0,0
4,1,95.82,100.0,1,0,0,1
4,0,63.8,83.29,1,1,0,1
6,0,51.21,60.7,0,0,0,1
3,2,70.01,64.96,0,0,0,0
5,0,51.73,71.01,0,0,1,0
5,1,84.17,87.15,0,1,0,1
5,1,55.45,67.56,1,1,0,0
5,1,60.98,62.76,0,0,0,1
3,2,76.04,88.83,0,1,1,1
10,1,96.09,78.91,1,1,0,1
5,1,74.31,72.56,1,0,0,1
4,2,65.42,80.19,1,1,0,1
4,0,69.83,48.33,0,1,0,1
7,1,74.32,80.55,1,0,0,0
3,2,87.33,82.4,0,1,0,1
6,1,85.55,60.56,0,1,0,0
2,2,68.63,50.43,1,0,0,1
4,1,80.8,69.39,1,0,0,0
4,2,80.71,78.34,0,0,0,1
4,2,91.67,81.75,0,1,1,1
8,0,83.37,97.12,0,1,0,1
5,0,75.47,77.3,0,1,0,1
8,1,94.28,62.07,1,0,0,1
5,1,75.15,72.02,0,0,0,1
7,0,66.27,57.67,1,0,0,0
8,0,78.01,73.45,1,1,0,1
3,0,62.45,89.4,1,0,0,1
4,2,84.04,82.32,0,1,0,0
6,1,77.62,66.87,0,0,0,0
4,1,77.03,82.51,0,0,1,1
4,0,55.96,61.86,0,1,0,1
6,0,77.08,42.26,0,1,0,1
2,0,51.15,55.43,1,0,0,0
4,0,77.62,81.02,0,1,0,0
2,2,83.63,85.99,1,0,0,1
8,2,89.48,98.51,0,1,1,1
7,0,77.1,79.51,1,1,0,1
2,0,61.76,88.52,1,0,0,1
5,0,63.97,80.35,0,0,0,1
6,1,76.85,86.62,1,0,1,1
7,0,93.83,91.99,1,1,0,1
7,0,76.29,81.1,1,0,0,1
7,0,60.54,85.01,1,1,0,0
6,1,59.92,63.6,0,0,0,0
5,1,60.62,43.0,0,0,0,1
5,1,71.22,82.05,0,0,0,1
8,0,88.66,82.23,0,1,0,1
7,2,73.77,64.25,1,1,0,0
4,2,92.22,63.29,1,1,0,1
5,0,71.79,75.93,0,0,0,1
8,0,80.83,84.77,1,0,0,1
5,1,79.56,82.15,1,1,0,1
2,0,69.91,61.75,0,1,0,0
3,1,66.89,63.83,0,0,0,1
7,1,55.66,79.16,0,1,0,1
3,1,65.12,73.9,1,0,0,1
8,0,67.12,86.15,1,0,0,1
1,1,70.11,70.14,0,0,0,0
5,2,82.19,85.31,0,1,0,1
3,0,63.28,72.18,1,0,0,1
5,1,92.56,69.84,1,0,0,1
5,0,63.59,83.86,1,0,0,1
2,0,41.74,56.44,1,0,0,1
7,1,80.19,76.93,0,1,0,1
2,0,75.89,77.31,0,1,0,1
4,0,70.87,72.73,0,1,0,1
5,0,66.43,85.18,1,1,1,1
4,1,75.4,81.95,0,1,1,1
4,1,91.39,83.72,1,1,0,0
5,0,61.25,73.07,0,0,1,1
4,1,73.31,96.94,1,0,0,0
4,0,74.7,92.52,0,1,1,0
5,1,77.54,86.54,0,1,1,0
7,1,76.52,84.37,1,0,1,1
6,1,72.74,67.32,0,0,0,0
6,2,79.15,75.24,1,1,0,0
8,2,91.32,85.89,1,0,0,1
5,0,74.74,87.57,0,1,0,1
2,2,94.95,89.69,1,0,0,1
4,0,52.63,77.5,1,0,1,0
6,2,99.58,100.0,0,0,0,1
3,0,63.96,71.16,1,1,0,1
3,0,65.09,85.18,0,0,0,0
5,0,78.59,86.41,0,1,0,1
5,0,78.52,81.03,1,0,1,0
6,1,88.57,83.48,0,0,1,1
2,2,87.75,83.07,0,1,0,1
6,1,76.6,66.82,0,1,0,1
4,1,86.88,82.19,0,0,0,1
3,1,64.71,81.92,1,0,0,0
4,0,64.95,76.85,1,0,0,1
2,0,62.18,50.33,1,0,0,1
6,0,66.73,54.31,1,0,0,0
8,0,76.6,65.5,0,0,0,1
5,0,78.96,74.45,0,1,0,0
6,0,78.51,66.53,0,1,0,1
5,0,63.87,80.52,1,0,0,1
5,0,63.04,86.91,0,0,0,1
6,2,73.45,90.69,0,0,1,0
4,0,68.89,77.82,1,1,0,1
4,1,57.19,84.45,1,0,0,0
5,1,66.09,66.47,0,1,0,0
5,1,70.41,72.26,0,1,1,1
4,0,78.55,61.71,1,0,0,1
4,0,66.68,87.82,1,0,0,0
7,0,84.06,100.0,0,1,0,1
5,0,71.88,70.19,0,0,0,1
4,0,63.26,46.61,1,1,0,1
3,1,66.67,61.87,1,0,0,0
9,1,71.34,66.47,1,1,1,0
6,1,100.0,64.09,0,1,0,1
6,1,88.11,65.26,1,1,0,1
4,0,74.04,77.26,0,0,1,0
7,2,70.97,82.11,0,0,0,1
6,0,67.48,48.72,1,0,0,0
6,1,67.25,67.06,0,0,0,1
2,1,70.28,74.51,1,1,1,0
6,1,67.73,60.74,0,0,0,0
4,0,61.3,75.09,1,1,0,1
7,1,69.99,72.58,0,0,0,1
8,0,73.6,69.34,1,0,1,1
6,0,72.71,64.17,0,1,1,1
3,0,63.87,76.05,1,0,0,1
4,0,83.33,67.5,1,1,0,1
5,1,83.11,55.83,0,1,0,1
3,2,68.17,73.9,0,1,0,1
5,0,73.26,59.78,0,0,1,0
8,2,78.99,56.04,1,0,0,1
8,2,82.05,77.96,0,0,0,1
5,2,84.79,75.0,0,0,0,1
5,2,86.66,66.94,0,1,0,0
8,0,70.13,76.77,1,0,0,1
5,0,58.95,76.88,0,0,0,1
4,1,73.88,77.65,0,1,0,1
3,1,75.35,77.51,1,0,0,0
7,2,77.62,56.26,1,1,0,0
4,2,86.17,92.75,0,1,0,1
4,1,79.39,82.57,1,0,1,1
5,0,63.47,61.28,1,1,0,1
3,0,77.3,75.32,0,1,1,0
5,0,81.61,78.46,0,1,0,1
4,1,93.68,78.26,1,1,1,1
6,1,94.12,100.0,0,0,0,1
5,2,70.97,50.85,0,0,0,0
5,1,84.25,59.14,0,0,0,1
2,2,82.8,48.97,1,0,0,1
5,1,71.52,75.26,1,0,1,1
3,2,80.55,82.64,1,1,0,1
3,0,47.22,73.78,0,0,0,0
5,2,60.95,68.72,1,0,0,1
4,1,55.85,76.05,1,0,0,1
3,0,69.89,70.42,0,0,0,1
4,0,72.37,83.36,1,0,0,1
2,2,71.26,87.54,0,1,0,1
6,0,89.21,66.67,1,0,0,1
7,1,88.87,74.32,0,1,0,1
3,0,50.02,68.5,1,1,0,1
5,1,73.28,91.76,1,1,0,1
4,2,68.6,63.96,1,0,1,1
6,0,76.14,88.4,0,0,0,1
6,1,76.69,57.75,0,1,0,1
2,2,65.17,87.96,0,0,0,0
2,1,85.94,87.41,1,0,0,1
5,2,80.57,74.25,1,0,0,1
2,1,64.84,83.97,0,0,0,1
7,0,71.47,68.28,0,0,0,1
4,1,89.19,66.76,1,0,0,1
5,1,84.11,97.3,0,1,0,1
7,0,72.38,67.98,0,0,0,1
5,0,60.08,80.14,0,0,0,1
7,0,65.64,86.43,0,0,0,0
1,1,62.18,82.11,1,1,0,1
3,2,81.07,83.41,1,1,0,1
4,0,75.57,83.28,1,1,0,1
9,1,75.74,87.84,0,0,1,1
4,2,86.01,81.01,1,0,0,1
5,0,60.91,71.71,0,1,1,1
6,1,70.88,57.75,0,1,0,1
6,2,67.5,77.32,1,0,0,0
3,2,61.21,84.58,0,0,0,0
3,0,56.81,58.15,0,0,0,0
5,0,69.74,71.2,1,1,0,0
7,0,64.06,77.92,0,0,0,1
6,1,91.98,96.54,1,1,0,1
6,1,67.68,59.63,1,1,0,1
4,1,74.84,84.49,0,1,0,0
7,0,87.2,73.15,0,1,0,1
4,0,68.93,65.7,0,0,1,1
8,1,77.36,64.46,0,0,0,0
5,1,76.47,67.43,0,0,0,0
5,1,69.38,79.87,1,0,1,0
4,1,62.99,69.87,0,0,0,1
5,0,76.13,83.8,0,0,0,1
2,0,58.17,58.17,1,1,1,1
3,0,75.37,83.44,1,0,0,1
7,0,81.96,81.6,1,1,0,1
5,0,71.66,56.24,0,0,0,1
6,0,81.71,94.42,1,0,0,1
7,0,68.56,77.79,1,1,0,1
2,0,71.84,83.55,0,1,0,0
7,1,86.79,91.23,0,0,0,0
5,0,66.99,85.02,0,0,0,1
5,1,70.7,72.63,1,1,0,1
7,1,82.29,85.16,0,0,0,1
6,1,96.68,57.62,1,0,0,1
5,2,77.68,80.26,1,0,1,0
0,0,55.49,91.89,1,0,0,0
7,1,90.78,69.81,0,1,1,0
5,2,80.68,87.12,0,0,0,1
5,2,88.66,99.01,0,0,0,0
6,0,86.75,85.62,0,0,0,1
8,0,56.93,83.69,1,0,0,1
4,0,67.62,54.69,0,1,0,1
6,1,74.7,63.72,0,1,1,0
4,1,63.38,89.83,0,0,0,1
1,0,42.81,80.09,0,0,1,1
3,1,55.09,76.97,1,1,0,1
4,1,74.04,71.63,1,0,1,1
5,1,69.66,77.35,1,1,0,1
4,2,69.98,94.85,0,1,1,1
5,1,75.94,73.97,1,1,0,1
2,0,57.08,79.81,1,0,1,0
2,1,81.9,84.46,0,1,0,1
5,0,63.79,64.77,0,0,0,1
5,1,90.05,70.95,1,0,0,1
5,2,79.7,94.26,1,0,0,0
6,2,75.48,81.94,1,1,0,1
4,1,65.75,64.99,0,0,1,0
9,0,93.14,74.89,0,0,0,1
7,0,80.96,64.36,1,0,0,1
2,1,61.41,85.08,1,1,0,0
3,0,67.19,70.42,0,0,0,1
4,1,49.41,67.02,1,0,0,1
6,0,58.68,81.83,0,1,1,1
7,0,66.5,53.15,1,1,0,1
4,0,60.25,71.61,1,0,0,1
